X,Y,NAME,ADDRESS,ZIPCODE,WARD,LATITUDE,LONGITUDE,OBJECTID,XCOORD,YCOORD,MAR_ID,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-8578724.07005025,4708709.06363126,Chase Bank,3217 P STREET NW,20007,Ward 2,38.90943952,-77.06398821,657,394450.15,137955.11,302075,BankPt_61,,{7A685281-FEB0-439D-B32B-D10AF5B53F27},GHATCHARD,2024/05/01 19:26:59+00,GHATCHARD,2024/05/01 19:26:59+00
-8574185.07294339,4709724.97244209,TD Bank,1924 8TH STREET NW,20001,Ward 1,38.91653968,-77.02321325,659,397986.86,138741.56,310465,BankPt_123,,{93938A48-01DE-4EB9-A4B5-E9E49EC9FBA8},GHATCHARD,2024/05/01 20:51:40+00,GHATCHARD,2024/05/01 20:51:40+00
-8572288.52265297,4703764.87638502,TD Bank,1299 1ST STREET SE,20003,Ward 8,38.87486867,-77.00617659,660,399464.03,134115.51,311397,BankPt_125,,{5BD5FF2F-A220-46A5-B27C-153600252CE0},GHATCHARD,2024/05/01 20:55:13+00,GHATCHARD,2024/05/01 20:55:13+00
-8576034.53454731,4707263.27312003,Trustar Bank,1701 PENNSYLVANIA AVENUE NW,20006,Ward 2,38.89933664,-77.03982446,661,396545.44,136832.38,218414,BankPt_126,,{F0169AD9-A1FF-45D5-A6A5-148FCF8B4C6F},GHATCHARD,2024/05/01 21:01:44+00,GHATCHARD,2024/05/01 21:01:44+00
-8576125.70553981,4707937.86455437,United Bank,1100 CONNECTICUT AVENUE NW,20036,Ward 2,38.90405172,-77.04064426,662,396474.56,137355.86,243303,BankPt_127,,{5E83031E-7C4C-467A-A9BE-964492581633},GHATCHARD,2024/05/01 21:03:37+00,GHATCHARD,2024/05/01 21:03:37+00
-8578265.2111342,4708073.04490897,United Bank,3030 M STREET NW,20007,Ward 2,38.90499483,-77.05986376,663,394807.55,137461.47,275637,BankPt_130,,{94F14FE0-FFCB-4F36-B7C2-17B943590A36},GHATCHARD,2024/05/01 21:08:23+00,GHATCHARD,2024/05/01 21:08:23+00
-8571876.75199224,4704031.26847361,United Bank,250 M STREET SE,20003,Ward 8,38.87673031,-77.00247522,664,399785.22,134322.15,299790,BankPt_140,,{837E9598-36A3-4EEB-999E-2AB89202FE3C},GHATCHARD,2024/05/01 21:11:02+00,GHATCHARD,2024/05/01 21:11:02+00
-8578628.89137945,4708415.51094506,Wells Fargo Bank,1329 WISCONSIN AVENUE NW,20007,Ward 2,38.90738687,-77.06313435,665,394524.05,137727.16,277005,BankPt_141,,{8553166D-2C05-4BCB-AEA6-CEFDA4DC956C},GHATCHARD,2024/05/01 21:13:40+00,GHATCHARD,2024/05/01 21:13:40+00
-8571377.31758292,4707361.11219736,Wells Fargo Bank,609 H STREET NE,20002,Ward 6,38.9000158,-76.9979919,666,400174.19,136907.02,288773,BankPt_146,,{3E519CCC-446E-441A-8E09-473A98BC37FD},GHATCHARD,2024/05/01 21:15:13+00,GHATCHARD,2024/05/01 21:15:13+00
-8572332.25686079,4703964.34030093,Wells Fargo Bank,99 M STREET SE,20003,Ward 8,38.8762662,-77.0065686,667,399454.06,134272.35,311582,BankPt_150,,{10B3E463-232A-4787-8997-575EB1A032A7},GHATCHARD,2024/05/01 21:19:52+00,GHATCHARD,2024/05/01 21:19:52+00
